Timestamp,Ambient Temp (°C),Irradiance (W/m²),IRRADIATION (kWh/m²),MODULE_TEMPERATURE,DC_CURRENT,AC_CURRENT
2025-06-12 00:00:00,25.1,0.0,0.0,23.82773017352092,4309.729195799998,398.6223124155
2025-06-12 00:15:00,25.025000000000002,0.0,0.0,23.738064471673628,4309.729195799998,398.6223124155
2025-06-12 00:30:00,24.950000000000003,0.0,0.0,23.648398769826333,4309.729195799998,398.6223124155
2025-06-12 00:45:00,24.875,0.0,0.0,23.558733067979034,4309.729195799998,398.6223124155
2025-06-12 01:00:00,24.8,0.0,0.0,23.46906736613174,4309.729195799998,398.6223124155
2025-06-12 01:15:00,24.75,0.0,0.0,23.409290231566874,4309.729195799998,398.6223124155
2025-06-12 01:30:00,24.700000000000003,0.0,0.0,23.349513097002013,4309.729195799998,398.6223124155
2025-06-12 01:45:00,24.650000000000002,0.0,0.0,23.28973596243715,4309.729195799998,398.6223124155
2025-06-12 02:00:00,24.6,0.0,0.0,23.229958827872284,4309.729195799998,398.6223124155
2025-06-12 02:15:00,24.575000000000003,0.0,0.0,23.200070260589854,4309.729195799998,398.6223124155
2025-06-12 02:30:00,24.55,0.0,0.0,23.17018169330742,4309.729195799998,398.6223124155
2025-06-12 02:45:00,24.525,0.0,0.0,23.140293126024986,4309.729195799998,398.6223124155
2025-06-12 03:00:00,24.5,0.0,0.0,23.110404558742555,4309.729195799998,398.6223124155
2025-06-12 03:15:00,24.5,0.0,0.0,23.110404558742555,4309.729195799998,398.6223124155
2025-06-12 03:30:00,24.5,0.0,0.0,23.110404558742555,4309.729195799998,398.6223124155
2025-06-12 03:45:00,24.5,0.0,0.0,23.110404558742555,4309.729195799998,398.6223124155
2025-06-12 04:00:00,24.5,0.0,0.0,23.110404558742555,4309.729195799998,398.6223124155
2025-06-12 04:15:00,24.55,0.0,0.0,23.17018169330742,4309.729195799998,398.6223124155
2025-06-12 04:30:00,24.6,0.0,0.0,23.229958827872284,4309.729195799998,398.6223124155
2025-06-12 04:45:00,24.65,0.0,0.0,23.289735962437145,4309.729195799998,398.6223124155
2025-06-12 05:00:00,24.7,0.0,0.0,23.34951309700201,4309.729195799998,398.6223124155
2025-06-12 05:15:00,24.65,2.0,0.0005,23.304481268796735,4309.729195799998,398.6223124155
2025-06-12 05:30:00,24.6,4.0,0.001,23.25944944059146,4309.729195799998,398.6223124155
2025-06-12 05:45:00,24.55,6.0,0.0015,23.214417612386185,4309.729195799998,398.6223124155
2025-06-12 06:00:00,24.5,8.0,0.002,23.169385784180907,4309.729195799998,398.6223124155
2025-06-12 06:15:00,24.55,24.75,0.0061875,23.35265485950732,4309.729195799998,398.6223124155
2025-06-12 06:30:00,24.6,41.5,0.010375,23.53592393483374,4309.729195799998,398.6223124155
2025-06-12 06:45:00,24.65,58.25,0.0145625,23.71919301016015,4309.729195799998,398.6223124155
2025-06-12 07:00:00,24.7,75.0,0.01875,23.902462085486565,4309.729195799998,398.6223124155
2025-06-12 07:15:00,24.85,103.75,0.0259375,24.293757268100237,4309.729195799998,398.6223124155
2025-06-12 07:30:00,25.0,132.5,0.033125,24.685052450713904,4309.729195799998,398.6223124155
2025-06-12 07:45:00,25.15,161.25,0.0403125,25.076347633327575,4309.729195799998,398.6223124155
2025-06-12 08:00:00,25.3,190.0,0.0475,25.467642815941247,4309.729195799998,398.6223124155
2025-06-12 08:15:00,25.525,209.75,0.0524375,25.882249821784065,4309.729195799998,398.6223124155
2025-06-12 08:30:00,25.75,229.5,0.057375,26.296856827626883,4309.729195799998,398.6223124155
2025-06-12 08:45:00,25.975,249.25,0.0623125,26.711463833469708,4309.729195799998,398.6223124155
2025-06-12 09:00:00,26.2,269.0,0.06725,27.126070839312526,4309.729195799998,398.6223124155
2025-06-12 09:15:00,26.475,301.0,0.07525,27.690769981172686,4309.729195799998,398.6223124155
2025-06-12 09:30:00,26.75,333.0,0.08325,28.255469123032846,4287.700356549998,395.46454456699996
2025-06-12 09:45:00,27.025,365.0,0.09125,28.820168264893,3839.7200887499985,340.6439195755
2025-06-12 10:00:00,27.3,397.0,0.09925,29.38486740675316,4291.511428049999,415.05994638549987
2025-06-12 10:15:00,27.825,428.75,0.1071875,30.24660905814269,4385.586963849999,416.96141067549996
2025-06-12 10:30:00,28.35,460.5,0.115125,31.108350709532225,4443.8286603999995,427.6816249655
2025-06-12 10:45:00,28.875,492.25,0.1230625,31.970092360921754,4184.5150889999995,408.30583031749995
2025-06-12 11:00:00,29.4,524.0,0.131,32.831834012311276,4142.686606949999,402.288366039
2025-06-12 11:15:00,29.549999999999997,534.75,0.1336875,33.090421437688654,4378.262142750001,414.6841696305
2025-06-12 11:30:00,29.7,545.5,0.136375,33.34900886306603,4454.22991065,422.1014017754999
2025-06-12 11:45:00,29.85,556.25,0.1390625,33.60759628844342,4440.084553299999,420.79863389049984
2025-06-12 12:00:00,30.0,567.0,0.14175,33.86618371382079,4262.86392835,404.6291338904999
2025-06-12 12:15:00,30.05,537.0,0.13425,33.70478125299183,4244.4874105,402.51940174549986
2025-06-12 12:30:00,30.1,507.0,0.12675,33.54337879216287,4191.90586285,397.6837410304999
2025-06-12 12:45:00,30.15,477.0,0.11925,33.38197633133391,4191.8259521499995,397.6837410304999
2025-06-12 13:00:00,30.2,447.0,0.11175,33.22057387050495,4189.2752379,397.6837410304999
2025-06-12 13:15:00,30.125,420.25,0.1050625,32.93368969609817,4191.90586285,397.6837410304999
2025-06-12 13:30:00,30.049999999999997,393.5,0.098375,32.64680552169138,4244.4874105,402.51940174549986
2025-06-12 13:45:00,29.974999999999998,366.75,0.0916875,32.35992134728458,4403.5279462,416.6964017454999
2025-06-12 14:00:00,29.9,340.0,0.085,32.07303717287781,4427.3399104499995,419.9037142454999
2025-06-12 14:15:00,29.9,343.0,0.08575,32.09515513241719,4427.3399104499995,419.9037142454999
2025-06-12 14:30:00,29.9,346.0,0.0865,32.11727309195657,4427.3399104499995,419.9037142454999
2025-06-12 14:45:00,29.9,349.0,0.08725,32.139391051495956,4427.3399104499995,419.9037142454999
2025-06-12 15:00:00,29.9,352.0,0.088,32.161509011035335,4427.3399104499995,419.9037142454999
